Sensor ID,Sensor Name,Status,Last Status Change,Public IP,South Owner,First Seen,Enabled,Disabled At,Disabled Reason,Version,In Active Working Set,Auto Update,Last Update Result,Last Update Attempt,Automatic Tags,Custom labels,OS,Domain / Workgroup,Organizational Unit,FQDN,Organization Unit (User),Microsoft Entra,Sniffer,Subnet,Has Update Available,IP,Customer Id,Product Type,Fail reason,Last Reboot,Machine ID,Agent Type,Latest Possible Version,Installation ID,Cloud Provider,Proxy address,Cloud Account ID
17678582207560643098,01HW2089193,active,2026-08-20T11:26:29.802Z,167.103.54.84, ,2022-03-14T07:01:15.768Z,true,2026-01-03T12:22:35.442Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T12:56:54.497Z,office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,10.23.150.0/23,false,172.20.138.160,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-20T05:26:00.000Z,0ab7dacc-2540-11b2-a85c-fce6bf9b031e,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
7797455270192016987,01HW2141283,active,2026-08-20T10:58:31.244Z,167.103.7.13, ,2022-03-14T08:35:58.430Z,true,2025-03-06T11:11:41.870Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-23T04:08:55.056Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,india.tcs.com,india.tcs.com/TCS - India/TCS - Pune/Sahyadri Park/Computers/Laptops/,01HW2141283.India.TCS.com,india.tcs.com/TCS - India/TCS - Pune/Sahyadri Park/Computers/Laptops/,TCS COM PROD,Active,10.254.80.0/22,false,10.254.80.90,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-20T04:34:50.000Z,4c4c4544-0056-4410-805a-b8c04f4d4733,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
8352098652644655242,CDCTSCANLOG3,active,2026-08-20T11:22:30.841Z,136.226.233.3, ,2022-03-15T07:42:26.239Z,true,2026-08-07T19:19:05.746Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T11:58:00.140Z,veritas_netbackup;crowd_strike_falcon;spooler;rdp_server;office_files,Application Server,Windows Server 2019,india.tcs.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/,CDCTSCANLOG3.India.TCS.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/, ,Active,172.17.8.0/21,false,172.17.15.22,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server,FuseTooMuchMemory,2026-06-21T17:48:22.000Z,33323337-3035-4753-4837-333557395354,Service,1.55.4, , , , 
6360301881804587653,CDCTVDIDBSNEW,active,2026-08-20T10:44:34.274Z,167.103.121.27, ,2022-03-15T07:43:24.730Z,true,2026-05-11T12:55:43.509Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T11:59:00.142Z,veritas_netbackup;mssql_server;crowd_strike_falcon;rdp_server;database_server,Application Server,Windows Server 2016,india.tcs.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/,CDCTVDIDBSNEW.India.TCS.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/, ,Active,172.17.248.0/23,false,172.17.249.239,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server, ,2026-07-23T20:06:33.000Z,af573c42-ce18-00b2-c2ae-7b62eb6d6944,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
17811775828491015860,CDCTSCANLOG4,active,2026-08-20T10:59:30.586Z,167.103.186.105, ,2022-03-15T07:44:00.240Z,true,2026-05-18T21:36:09.711Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T11:58:00.140Z,veritas_netbackup;crowd_strike_falcon;java;spooler;rdp_server;office_files,Application Server,Windows Server 2019,india.tcs.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/,CDCTSCANLOG4.India.TCS.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/, ,Active,172.17.8.0/21,false,172.17.15.23,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server,FuseTooMuchMemory,2026-06-21T17:38:12.000Z,33323337-3035-4753-4837-333557395352,Service,1.55.4, , , , 
4254865880786804045,CDCTSCANLOG2,active,2026-08-20T11:21:31.837Z,136.226.233.85, ,2022-03-15T07:44:07.646Z,true,2026-06-12T08:05:52.060Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T11:58:00.140Z,veritas_netbackup;crowd_strike_falcon;rdp_server,Application Server,Windows Server 2019,india.tcs.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/,CDCTSCANLOG2.India.TCS.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/, ,Active,172.17.8.0/21,false,172.17.15.21,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server,FuseTooMuchMemory,2026-06-21T17:43:53.000Z,33323337-3035-4753-4837-33355739534e,Service,1.55.4, , , , 
18245953179105830305,CDCTVDIAPPVOL01,active,2026-08-20T11:21:31.174Z,167.103.3.78, ,2022-03-15T07:55:27.056Z,true,2026-05-11T12:55:43.970Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T11:59:00.142Z,veritas_netbackup;nginx_server;crowd_strike_falcon;rdp_server,Application Server,Windows Server 2019,india.tcs.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/,CDCTVDIAPPVOL01.India.TCS.com,india.tcs.com/TCS - India/TCS - Mumbai/Thane Data Centre/computers/servers/, ,Active,172.17.249.0/24,false,172.17.249.43,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server, ,2026-07-23T20:16:28.000Z,4ddb0e42-13d3-5874-ec02-61c1b6659c23,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
1607269343111733511,INKOLECOPRNTSRV,active,2026-08-20T11:06:27.696Z,167.103.54.182, ,2022-03-15T08:47:22.633Z,true,2026-05-11T05:19:15.990Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T12:26:00.341Z,crowd_strike_falcon;spooler;rdp_server;file_server,Print Server,Windows Server 2019,india.tcs.com,india.tcs.com/TCS - India/TCS - Kolkata/Ecospace/Computers/Servers/,INKOLECOPRNTSRV.India.TCS.com,india.tcs.com/TCS - India/TCS - Kolkata/Ecospace/Computers/Servers/, ,Active,10.18.20.0/23,false,10.18.20.5,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server, ,2026-07-23T10:35:59.000Z,accb4a57-d8a8-4c3e-b6d1-66b0872597db,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
16533121355026066783,DELNDCCLOUDBKP1,active,2026-08-20T11:08:36.196Z,136.226.251.29, ,2022-03-15T08:47:34.329Z,true,2026-05-11T17:55:44.185Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T12:01:00.172Z,crowd_strike_falcon;rdp_server,Application Server,Windows Server 2019,india.tcs.com,india.tcs.com/TCS - India/TCS - New Delhi/Noida-Campus/Computers/Servers/,DELNDCCLOUDBKP1.India.TCS.com,india.tcs.com/TCS - India/TCS - New Delhi/Noida-Campus/Computers/Servers/, ,Active,10.21.168.64/26,false,10.21.168.87,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server, ,2026-07-29T10:47:47.000Z,50e10118-c4ca-4ab9-b738-c1df5317baa7,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
6937498169983016986,PPGENTFS01,active,2026-08-20T10:56:38.708Z,167.103.120.251, ,2022-03-16T07:39:10.119Z,true,2026-05-11T04:04:16.868Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T11:42:00.108Z,crowd_strike_falcon;java;rdp_server,File Server,Windows Server 2019,globe.tcs.com,globe.tcs.com/Infra/Computers/servers/,PPGENTFS01.GLOBE.TCS.com,globe.tcs.com/Infra/Computers/servers/,404b1967-6507-45ab-8a6d-7374a3f478be,Active,10.251.75.0/25,false,10.251.75.40,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server, ,2026-08-11T12:53:23.000Z,35343537-3032-4753-4836-3136574d5944,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
10493327100664410448,USCINSCWK2,active,2026-08-20T10:51:36.624Z,165.225.220.237, ,2022-03-16T12:23:33.799Z,true,2026-05-11T14:30:43.508Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T12:46:00.374Z,veritas_netbackup;crowd_strike_falcon;iis_server;rdp_server;file_server,Application Server,Windows Server 2019,noam.tcs.com,noam.tcs.com/IS Servers/Messaging Servers/,USCINSCWK2.NOAM.TCS.com,noam.tcs.com/IS Servers/Messaging Servers/, ,Active,192.168.104.0/24,false,192.168.104.33,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server, ,2026-08-18T11:25:40.000Z,c4d084d3-607e-446b-be13-ca6e48cbadc9,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
16287473106373905498,USCINSCWK1,active,2026-08-20T11:02:36.993Z,165.225.220.231, ,2022-03-16T12:23:35.842Z,true,2026-05-11T03:59:15.738Z,revivedByCmNodeMgr,1.55.4,true,false,Updated Successfully,2026-07-28T12:46:00.374Z,crowd_strike_falcon;iis_server;rdp_server;office_files,Application Server,Windows Server 2019,noam.tcs.com,noam.tcs.com/IS Servers/Messaging Servers/,USCINSCWK1.NOAM.TCS.com,noam.tcs.com/IS Servers/Messaging Servers/, ,Active,192.168.104.0/24,false,192.168.104.37,9412b02d-a1d1-40d6-ab9b-633195134bbe,Server, ,2026-08-18T11:21:48.000Z,f46f08c5-36ba-4239-95b5-c0fc13b1d427,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
17958734847623795586,01HW2011208,inactive,2026-08-20T10:17:31.449Z,167.103.121.28, ,2022-03-17T11:23:02.364Z,true,2026-07-16T15:46:30.897Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-21T09:41:57.607Z,crowd_strike_falcon;zscaler_client;spooler;office_files;ai_installed_app,,Windows 11 ver 25H2,india.tcs.com,india.tcs.com/TCS - India/TCS - Mumbai/Banyan Park/computers/,01HW2011208.India.TCS.com,india.tcs.com/TCS - India/TCS - Mumbai/Banyan Park/computers/,TCS COM PROD,Active,172.30.3.0/24,false,172.30.3.24,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-20T04:50:15.000Z,22e986e1-67d7-eb11-bea5-f46b8c0022b6,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
8743441522519079047,01HW2020786,active,2026-08-20T11:19:31.394Z,167.103.89.7, ,2022-03-17T12:23:17.815Z,true,2026-02-06T13:33:59.560Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-24T05:18:55.297Z,crowd_strike_falcon;zscaler_client;intune_management;spooler;credential_guard;office_files,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,192.168.0.0/24,false,192.168.0.127,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-14T16:06:55.000Z,5a267829-e438-4549-a59d-18cc12f64e4a,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
9199810173850526648,01HW1662877,inactive,2026-08-12T10:39:17.233Z,167.103.186.253, ,2022-03-17T12:42:34.801Z,true,2026-06-26T08:02:38.415Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T06:06:54.435Z,office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,10.182.104.0/21,false,10.182.109.184,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-07-16T07:39:50.000Z,4c4c4544-005a-3810-8030-b8c04f303033,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
4525296333199249497,01HW1662833,active,2026-08-20T10:39:31.454Z,167.103.89.16, ,2022-03-23T07:12:34.516Z,true,2026-01-03T09:32:35.458Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T13:20:54.501Z,crowd_strike_falcon;zscaler_client;intune_management;spooler;credential_guard;office_files,,Windows 11 ver 25H2,wg,wg, ,wg,TCS COM PROD,Active,172.20.10.0/28,false,192.168.1.100,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-18T11:20:37.000Z,4c4c4544-0033-5610-8052-b8c04f303033,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
13565059221550429408,01HW2062531,active,2026-08-20T11:23:30.211Z,167.103.7.21, ,2022-03-23T07:12:47.515Z,true,2026-01-02T09:12:35.389Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T12:59:54.499Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,10.20.64.0/19,false,10.20.68.134,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-17T08:43:58.000Z,ba3c284c-21a1-11b2-a85c-b54d1c66c2a6,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
4535604135909020055,01HW2069932,inactive,2026-08-19T07:38:37.226Z,136.226.253.33, ,2022-03-23T07:13:54.397Z,true, , ,1.55.4,true,true,Updated Successfully,2026-06-22T10:48:54.486Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,192.168.29.0/24,false,192.168.29.46,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-18T16:55:13.000Z,4c4c4544-0048-5010-804c-c8c04f4b4733,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
7898094743854900544,01hw1803352,active,2026-08-20T11:14:02.300Z,167.103.20.255, ,2022-03-23T07:15:03.863Z,true,2025-12-31T10:37:34.889Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T07:00:54.450Z,crowd_strike_falcon;zscaler_client;intune_management;spooler;credential_guard;office_files,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,10.133.23.192/27,false,192.168.1.7,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-20T07:50:26.000Z,54a32c46-1285-0f1d-22f8-dd2e681a521c,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
3010973482131828041,01HW1719792,inactive,2026-08-18T14:12:07.199Z,136.226.253.21, ,2022-03-23T07:17:31.338Z,true,2026-03-12T14:01:03.202Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-21T13:53:53.976Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,192.168.1.0/24,false,192.168.1.35,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-17T16:14:53.000Z,4c4c4544-0052-5010-8037-b7c04f353033,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
1188599739996572357,01HW1818982,inactive,2026-08-20T11:23:47.223Z,167.103.88.251, ,2022-03-23T07:18:15.922Z,true,2025-11-07T18:53:40.559Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T10:58:54.486Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,192.168.1.0/24,false,192.168.1.38,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-20T09:51:46.000Z,bc8f3483-626f-1962-ee9f-7cd313d16d15,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
18425645487922668340,01HW1830623,active,2026-08-20T11:22:32.012Z,205.220.19.32, ,2022-03-23T07:18:52.733Z,true,2026-02-20T03:48:02.847Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-23T08:02:55.125Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,192.168.1.0/24,false,192.168.1.11,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-19T05:06:34.000Z,4c4c4544-0054-4610-8050-b3c04f433633,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
15389153401085141267,01HW2083756,inactive,2026-08-19T09:04:19.171Z,167.103.88.248, ,2022-03-23T07:20:07.690Z,true,2025-05-15T02:56:56.290Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-23T08:31:55.124Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,192.168.29.0/24,false,192.168.29.209,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-19T04:15:59.000Z,4c4c4544-0036-4a10-8035-b9c04f544733,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
850389374829629607,01HW2095420,inactive,2026-08-17T12:07:19.296Z,167.103.5.32, ,2022-03-23T07:32:45.703Z,true,2025-12-31T09:57:34.857Z,revivedByCmNodeMgr,1.55.4,true,true,Update Timeout Reached,2026-06-23T09:13:55.130Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,192.168.1.0/24,false,192.168.1.9,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-17T05:38:05.000Z,4c4c4544-004b-4210-8051-b4c04f4b4733,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
12409785702546724159,01HW1793919,inactive,2026-08-20T10:49:57.226Z,167.103.25.86, ,2022-03-23T07:33:28.679Z,true,2025-12-25T12:47:30.760Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T14:10:54.507Z,crowd_strike_falcon;zscaler_client;intune_management;spooler;credential_guard;office_files,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,192.168.1.0/24,false,192.168.1.13,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-18T14:32:40.000Z,4c4c4544-0034-4e10-8033-c3c04f433633,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
14744181996702039133,01HW2080032,active,2026-08-20T10:55:28.677Z,136.226.244.249, ,2022-03-23T07:33:34.289Z,true,2025-12-24T12:27:30.014Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T11:58:54.494Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,10.144.162.0/24,false,10.144.162.165,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-20T08:34:01.000Z,4c4c4544-0038-4d10-8035-b8c04f544733,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
4631227287740238243,01HW2110933,inactive,2026-08-20T10:43:27.232Z,136.226.251.8, ,2022-03-23T07:56:53.324Z,true,2026-01-03T06:07:35.419Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T08:45:54.460Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,10.245.28.0/23,false,10.245.28.237,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-18T08:38:22.000Z,f1d0f170-6108-344f-8fb3-c018506d9fa7,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
3315829787744132651,01HW1980856,active,2026-08-20T06:26:47.331Z,136.226.255.32, ,2022-03-23T08:22:13.403Z,true,2026-08-20T06:50:40.168Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-23T08:00:55.114Z,office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,10.32.228.0/23,false,10.32.228.222,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-20T05:25:20.000Z,4c4c4544-0042-5110-8051-b3c04f573933,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
7337891331969361099,01HW2039319,active,2026-08-20T11:26:47.908Z,136.226.252.248, ,2022-03-23T09:35:00.290Z,true,2026-01-02T11:42:35.395Z,revivedByCmNodeMgr,1.55.4,true,true,Updated Successfully,2026-06-22T04:28:54.414Z,credential_guard;office_files;device_without_edr,,Windows 11 ver 25H2,workgroup,workgroup, ,workgroup,TCS COM PROD,Active,172.20.154.0/24,false,172.20.154.202;10.66.125.82,9412b02d-a1d1-40d6-ab9b-633195134bbe,Workstation, ,2026-08-19T07:10:40.000Z,02d9544c-259b-11b2-a85c-a124507e15b8,Service,1.55.4, , ,http://gateway.zscalerthree.net:443, 
